	importance
GearyAuto_FreeEnergy15	0.0006351851276275888
MoreauBrotoAuto_Mutability22	0.000633987591981466
MoranAuto_AvFlexibility2	0.0006314791709858113
PAAC28_y	0.0006311581267525524
MoreauBrotoAuto_Mutability15	0.0006304847439904856
GearyAuto_Steric15	0.0006295280299312814
MoranAuto_AvFlexibility13	0.0006266153434951844
MoranAuto_Mutability4	0.0006254524667830244
GearyAuto_Hydrophobicity12	0.000623742723838118
PAAC25_y	0.0006235598460726475
GearyAuto_FreeEnergy10	0.000618588749381074
GearyAuto_ResidueVol15	0.000618079734495297
MoreauBrotoAuto_FreeEnergy10	0.0006160128770851196
aliphatic_index	0.0006141057553145812
_SecondaryStrC2	0.0006111799020151565
GearyAuto_ResidueASA8	0.0006040051728599186
YPF	0.0006018789949159216
MoreauBrotoAuto_Polarizability7	0.0006012011644273994
MoranAuto_Mutability17	0.0006000741310193199
MoreauBrotoAuto_AvFlexibility1	0.0005981417971592629
_ChargeD2001	0.0005977618100163934
QSOSW14	0.0005976304466952579
MoranAuto_Mutability8	0.000596653005182242
MoranAuto_ResidueASA4	0.0005949560577411044
tausw9	0.0005938313987693816
GearyAuto_Mutability2	0.0005934564812080578
MoranAuto_AvFlexibility7	0.0005925796050126127
MoranAuto_Mutability10	0.000588789833746417
GearyAuto_ResidueASA10	0.0005885801235979605
MoreauBrotoAuto_AvFlexibility12	0.0005880554152192593
_HydrophobicityD3050	0.0005879116231433804
_NormalizedVDWVD2100	0.0005875969635355705
MoreauBrotoAuto_Hydrophobicity15	0.0005853629925333571
MoreauBrotoAuto_ResidueVol14	0.0005848441569752021
PAAC17	0.000584617540844685
hydrophobic_ratio	0.0005843971017347137
PAAC26_y	0.000583298428833576
MoreauBrotoAuto_Hydrophobicity14	0.0005810736332679375
MoranAuto_Mutability16	0.000577676701144436
MoreauBrotoAuto_Mutability18	0.000577562103038963
moment	0.0005773726021866721
PAAC10	0.0005740970215800291
_SecondaryStrD3025	0.0005731660145766003
profile_1	0.0005728951160930113
MWG	0.0005724326998314489
GearyAuto_Mutability6	0.0005708047846723317
MoranAuto_FreeEnergy3	0.0005693745855509933
_SolventAccessibilityD1050	0.0005691556813336181
MY	0.0005674627442152088
_SolventAccessibilityD2100	0.0005641238928636356
A	0.0005637913666543541
MoranAuto_FreeEnergy22	0.0005634117616316946
APAAC20	0.0005603457113950558
GearyAuto_ResidueVol19	0.0005598878687238019
GearyAuto_ResidueVol9	0.0005561054001421362
GearyAuto_Hydrophobicity18	0.0005554181713658459
GearyAuto_Mutability9	0.0005507714331097646
FA	0.0005494104726564452
MoreauBrotoAuto_Polarizability15	0.0005473748557621633
QSOSW7	0.000544470419392775
_HydrophobicityT12	0.0005433900653147812
GearyAuto_ResidueVol20	0.0005430452680806095
MoreauBrotoAuto_ResidueVol18	0.0005429292999610316
GearyAuto_FreeEnergy17	0.0005419821950426094
MoreauBrotoAuto_AvFlexibility16	0.000540363881800075
_ChargeD1001	0.0005349869310016315
MoranAuto_FreeEnergy12	0.0005333863056641998
QSOSW19	0.0005329887104583653
MoreauBrotoAuto_ResidueVol22	0.0005328634104828885
GearyAuto_Polarizability9	0.0005303299873680702
MoranAuto_Mutability6	0.0005301932311533519
GearyAuto_Hydrophobicity14	0.0005294448458145304
GearyAuto_ResidueASA20	0.0005291030982775266
MoranAuto_Steric24	0.0005287511264516177
MoranAuto_FreeEnergy10	0.000527920838994151
MoranAuto_Steric2	0.000527729018901021
GearyAuto_FreeEnergy6	0.0005264068278759943
MoreauBrotoAuto_Mutability11	0.0005252015822526661
AI	0.0005223897538358797
K	0.0005217339158700138
GearyAuto_Hydrophobicity16	0.0005212028012693448
MoranAuto_Polarizability4	0.0005195022917096895
GV	0.0005183611247844106
MoranAuto_Hydrophobicity7	0.0005160622723861706
GearyAuto_ResidueVol13	0.0005151735721945302
CD	0.0005137189479208698
GearyAuto_ResidueVol17	0.000513697812628942
PAAC32	0.0005126054270991831
