	importance
_NormalizedVDWVC1	0.025295911964183952
_HydrophobicityC2	0.02180904041080243
_PolarizabilityC1	0.019824520431172325
QSOSW8	0.018852960516909215
_PolarizabilityD1100	0.016997809658370517
G	0.015948028150810815
PAAC8	0.015016660947152625
_PolarizabilityC2	0.012973665922167447
GearyAuto_Mutability22	0.012648157202614654
GearyAuto_ResidueASA23	0.012367805526951915
APAAC8	0.012017691751894044
MoreauBrotoAuto_ResidueASA1	0.011396472007831827
tot	0.010331694243501754
formulaH	0.010026232601643021
MoreauBrotoAuto_ResidueASA4	0.00858185622753215
_NormalizedVDWVC2	0.008483832589053726
GearyAuto_ResidueASA24	0.00838343866887805
MoreauBrotoAuto_Steric9	0.008129955214103854
single	0.007712647691453693
MoreauBrotoAuto_Steric11	0.007012024710535906
_PolarizabilityD2100	0.006712767937201916
MoreauBrotoAuto_Polarizability2	0.006621971107513702
_NormalizedVDWVD1075	0.006559226826475878
GearyAuto_Hydrophobicity22	0.00636105773223682
MW_modlamp	0.006326946659779599
_HydrophobicityD2075	0.005997108178682158
GearyAuto_Mutability23	0.005987377569956671
MoreauBrotoAuto_ResidueASA2	0.005891295469998421
GearyAuto_Mutability24	0.0056158851604335746
GearyAuto_FreeEnergy23	0.0054774897919614395
MoranAuto_ResidueASA23	0.005336423927081463
_HydrophobicityT23	0.004728991743583471
_PolarityT13	0.0046721283297161435
MoreauBrotoAuto_Polarizability6	0.0046210068476222315
GearyAuto_AvFlexibility23	0.004395992741343723
MoranAuto_FreeEnergy23	0.00438634082372626
_SolventAccessibilityD1001	0.004321188072008904
GA	0.004301451312452294
SecStruct_helix	0.004292287260940337
GearyAuto_ResidueVol21	0.004090007930592839
MoreauBrotoAuto_Polarizability1	0.004061961796262937
MoreauBrotoAuto_ResidueASA21	0.004049441834248393
GearyAuto_Steric22	0.004012553632261469
MoranAuto_Hydrophobicity23	0.003846813242607352
hydrogen	0.0038289536543163892
MoreauBrotoAuto_Steric13	0.0037393344260263917
MoreauBrotoAuto_Steric8	0.003667411227222696
GearyAuto_Steric21	0.003651833762183679
GearyAuto_ResidueVol23	0.003563020029176866
_PolarityD1100	0.003533430602966199
PAAC32	0.003513710604596579
APAAC1	0.0035125660057534654
GearyAuto_FreeEnergy21	0.0034520878690053347
GearyAuto_Polarizability22	0.0034377311893365264
MoranAuto_Mutability21	0.0034165196396556763
MoreauBrotoAuto_Mutability23	0.0033184436196083446
MoreauBrotoAuto_Steric5	0.0032986982024350653
_HydrophobicityC3	0.003268666995746848
GearyAuto_AvFlexibility21	0.003238762777024986
MG	0.0032197194987342984
MoranAuto_AvFlexibility23	0.003182186925785292
_PolarizabilityD1075	0.003138227536126543
MoreauBrotoAuto_Steric7	0.0031212491147647324
GearyAuto_ResidueVol22	0.003082871471976461
_NormalizedVDWVD1100	0.003060418399616313
_PolarityC1	0.002969927743475376
_NormalizedVDWVD1001	0.002938331218299157
GearyAuto_Mutability21	0.0029246201181758204
SecStruct_turn	0.0028920150186404025
MoranAuto_Polarizability24	0.002872831489796912
GearyAuto_AvFlexibility18	0.00284196975804541
GearyAuto_ResidueVol24	0.0027984496118461455
GearyAuto_FreeEnergy22	0.0027930765194320905
GearyAuto_Hydrophobicity23	0.002777353865420001
GearyAuto_Hydrophobicity21	0.002755493052444483
formulaC	0.002709177541910117
_HydrophobicityD3100	0.0026753576639229138
GearyAuto_Polarizability21	0.002650498948446106
_NormalizedVDWVD2100	0.0026267837638195087
MoreauBrotoAuto_ResidueASA3	0.0024777597357476203
PAAC19	0.0024592877606492646
MoranAuto_Steric21	0.002433985392800419
MoranAuto_ResidueASA4	0.00233371685630273
autocorr_1	0.0023255021004858485
GAA	0.0023208212886510825
PAAC23_x	0.002318013228437171
MoreauBrotoAuto_Steric19	0.00230009911477869
MoreauBrotoAuto_ResidueVol20	0.0022961414072809423
MoranAuto_Steric25	0.0022918334908144477
_ChargeD2001	0.0022915134784853275
PAAC30_y	0.0022744647293868906
GearyAuto_Hydrophobicity24	0.0022710629687420444
MoranAuto_Hydrophobicity21	0.0021549739992881255
GearyAuto_Steric16	0.002122002106864869
MoreauBrotoAuto_Steric6	0.002117347519466463
WG	0.002104329492117971
_SecondaryStrT13	0.002059862149394034
MoreauBrotoAuto_FreeEnergy10	0.0020593766023366783
MoreauBrotoAuto_Mutability21	0.002022743338312725
PAAC38	0.0019990711564233645
GearyAuto_Hydrophobicity16	0.001985949394170577
Y	0.001982756802400347
MoreauBrotoAuto_ResidueASA6	0.001953009485302738
MoranAuto_Hydrophobicity28	0.0019390159509753613
GearyAuto_ResidueASA17	0.0019240502648060391
MoreauBrotoAuto_Hydrophobicity8	0.0019204993893412428
MoreauBrotoAuto_AvFlexibility1	0.0019176792611620497
_HydrophobicityD3001	0.0019031734486823603
_SolventAccessibilityC1	0.0018838446809822914
QSOSW25	0.0018819641330201512
MoreauBrotoAuto_Mutability24	0.0018676451571188399
_NormalizedVDWVD1050	0.0018641716257646386
GearyAuto_AvFlexibility27	0.0018554310011596445
tausw5	0.0018069098323273372
PAAC30_x	0.0017861973857764687
MoreauBrotoAuto_Steric3	0.0017848057194737323
MoreauBrotoAuto_AvFlexibility3	0.001781412407774717
_SecondaryStrC2	0.0017697130802739312
GearyAuto_Hydrophobicity18	0.0017658636710783597
MoreauBrotoAuto_Steric26	0.001761266471391196
tausw4	0.0017538173261133006
_PolarityD3075	0.0017511760765016992
MoreauBrotoAuto_Polarizability7	0.0017435234929006934
MoreauBrotoAuto_Hydrophobicity23	0.0017281448785146272
