	0	mean_coef
MoranAuto_FreeEnergy25	0.024606742097383415	0.024606742097383415
GearyAuto_ResidueVol26	0.02395412767035871	0.02395412767035871
MoranAuto_Polarizability29	-0.023915988689166376	0.023915988689166376
STM	0.023902594639198044	0.023902594639198044
WRL	0.023831116656185078	0.023831116656185078
MoranAuto_Polarizability24	0.023754760014792153	0.023754760014792153
MoranAuto_Steric27	0.02371686927742118	0.02371686927742118
MoranAuto_Hydrophobicity22	0.02355209671007126	0.02355209671007126
MoreauBrotoAuto_ResidueVol25	0.02339119681124691	0.02339119681124691
MoreauBrotoAuto_AvFlexibility30	-0.023311779608169235	0.023311779608169235
MoranAuto_ResidueVol24	0.023096431162375062	0.023096431162375062
MoreauBrotoAuto_Hydrophobicity26	-0.023086984689924876	0.023086984689924876
MoreauBrotoAuto_Steric26	0.02307702400684533	0.02307702400684533
GearyAuto_Mutability27	0.02307030859362284	0.02307030859362284
GearyAuto_Hydrophobicity26	0.022801749321101187	0.022801749321101187
PFM	0.022510037006430273	0.022510037006430273
MoranAuto_AvFlexibility24	0.02249640410301909	0.02249640410301909
MoreauBrotoAuto_FreeEnergy26	0.022366153858892946	0.022366153858892946
PET	-0.022167334424893242	0.022167334424893242
IMA	0.022090622128059092	0.022090622128059092
MoreauBrotoAuto_FreeEnergy29	0.02205474063692882	0.02205474063692882
GearyAuto_FreeEnergy25	-0.02201088187132787	0.02201088187132787
MoranAuto_Polarizability30	-0.021885919419284777	0.021885919419284777
MRP	-0.021500964821778348	0.021500964821778348
AWF	0.02124327132097299	0.02124327132097299
MoranAuto_ResidueVol26	-0.02092433645791698	0.02092433645791698
GearyAuto_Mutability30	0.02090297487049618	0.02090297487049618
PFS	0.020829910022067417	0.020829910022067417
AYC	0.02054724851441168	0.02054724851441168
QMF	0.02054724851441168	0.02054724851441168
GearyAuto_AvFlexibility28	0.02052720582350346	0.02052720582350346
AAG	0.020329112765506682	0.020329112765506682
MoranAuto_Mutability25	0.020306821248796004	0.020306821248796004
MoranAuto_Polarizability28	-0.02027738657486274	0.02027738657486274
MoranAuto_Hydrophobicity24	0.020259301775330994	0.020259301775330994
MoreauBrotoAuto_ResidueASA30	0.02006461938953037	0.02006461938953037
MAI	0.019842456983336202	0.019842456983336202
GearyAuto_Mutability26	0.01977222043470327	0.01977222043470327
MoreauBrotoAuto_Hydrophobicity22	-0.019736612195996036	0.019736612195996036
MoranAuto_ResidueVol29	-0.01973164032687218	0.01973164032687218
QVT	0.019624373448573793	0.019624373448573793
FCS	0.019592172592984385	0.019592172592984385
AQI	0.0194930462098457	0.0194930462098457
GAA	0.019375186137215693	0.019375186137215693
MoreauBrotoAuto_Polarizability24	0.019342621992811993	0.019342621992811993
GearyAuto_Hydrophobicity27	0.019308769171109696	0.019308769171109696
FMW	0.019090416767590122	0.019090416767590122
MoranAuto_Mutability27	-0.01904173535417867	0.01904173535417867
GearyAuto_Polarizability23	0.01885936197642233	0.01885936197642233
MoranAuto_ResidueASA24	0.018642939254562944	0.018642939254562944
QLF	0.018629422433452985	0.018629422433452985
LCG	0.01843744201990308	0.01843744201990308
MoranAuto_Polarizability27	-0.018377481509333417	0.018377481509333417
GearyAuto_Polarizability24	0.018371075918846798	0.018371075918846798
MoranAuto_ResidueASA28	-0.01809778948687065	0.01809778948687065
VGD	0.018074582422639682	0.018074582422639682
VAA	0.018055877492302114	0.018055877492302114
TSF	0.018009379224283542	0.018009379224283542
NVG	-0.0178766581733457	0.0178766581733457
GLT	0.017696123976312563	0.017696123976312563
GearyAuto_ResidueVol23	0.017687791743599943	0.017687791743599943
GearyAuto_ResidueVol28	0.017597434275742643	0.017597434275742643
MoranAuto_ResidueVol23	-0.017590127855944163	0.017590127855944163
CSA	0.01738667355235696	0.01738667355235696
TGA	0.017267877425982466	0.017267877425982466
GearyAuto_Polarizability21	0.017087994882602042	0.017087994882602042
MoreauBrotoAuto_Polarizability25	0.017083888073134858	0.017083888073134858
MoreauBrotoAuto_Hydrophobicity23	-0.016964968186299525	0.016964968186299525
PDI	0.01664330933643576	0.01664330933643576
YVG	0.016611080392990286	0.016611080392990286
FTF	0.016585621570787988	0.016585621570787988
GearyAuto_Steric28	-0.016554695343780682	0.016554695343780682
VGL	0.016485832443941275	0.016485832443941275
PCM	-0.016477514724762915	0.016477514724762915
CAL	-0.01643412678747001	0.01643412678747001
AGS	0.016400602754049542	0.016400602754049542
MoranAuto_Mutability30	-0.016381183163857973	0.016381183163857973
VAT	0.016376982269459224	0.016376982269459224
MoreauBrotoAuto_FreeEnergy28	0.016373539295087256	0.016373539295087256
GearyAuto_Hydrophobicity21	0.016367655996374447	0.016367655996374447
QMM	0.016359037618410562	0.016359037618410562
YGF	0.016354668600471203	0.016354668600471203
GearyAuto_Mutability21	0.016323783917706173	0.016323783917706173
MLA	0.016231672363565902	0.016231672363565902
GFV	-0.01614152513683206	0.01614152513683206
MoreauBrotoAuto_Mutability26	0.016119235290906024	0.016119235290906024
FRP	0.01597353564247895	0.01597353564247895
GSA	0.01595924283747053	0.01595924283747053
PFK	-0.015923173549677844	0.015923173549677844
NHC	0.015913491933219	0.015913491933219
MVD	0.015913491933218983	0.015913491933218983
GearyAuto_Polarizability27	0.01585638829920128	0.01585638829920128
GTG	0.01583818795711199	0.01583818795711199
GVA	0.015837384345385792	0.015837384345385792
MoranAuto_Polarizability23	-0.015768187112321492	0.015768187112321492
SLT	0.015676366988949236	0.015676366988949236
YPF	0.015547346883228124	0.015547346883228124
MoranAuto_Mutability28	0.01554072497717883	0.01554072497717883
MoreauBrotoAuto_AvFlexibility28	-0.015519555300924366	0.015519555300924366
MoranAuto_Mutability23	-0.015387673939406097	0.015387673939406097
GWY	0.015284429513839582	0.015284429513839582
TLC	0.015207203302099908	0.015207203302099908
GearyAuto_Steric24	0.015062183383457925	0.015062183383457925
GPG	0.01486878374208333	0.01486878374208333
WLV	0.014795838813390715	0.014795838813390715
HTM	-0.014751360775037907	0.014751360775037907
MoranAuto_ResidueVol30	-0.014742892576550783	0.014742892576550783
SNV	-0.014702851999172777	0.014702851999172777
FDK	0.014464854840909697	0.014464854840909697
FIP	0.014435831654017543	0.014435831654017543
MoranAuto_Mutability29	-0.014405118485532616	0.014405118485532616
MYK	0.014324705253819708	0.014324705253819708
GearyAuto_AvFlexibility27	0.01432240622647786	0.01432240622647786
KVT	-0.014233009104027026	0.014233009104027026
MoranAuto_Hydrophobicity29	-0.01422963996515663	0.01422963996515663
AIM	0.014189745889905956	0.014189745889905956
SFD	-0.014115705647136274	0.014115705647136274
VGW	-0.014086062857379665	0.014086062857379665
MoreauBrotoAuto_Steric28	-0.014039976098056087	0.014039976098056087
ETN	-0.014028970295002843	0.014028970295002843
MoranAuto_AvFlexibility29	0.013992818664551938	0.013992818664551938
IIF	-0.01393765678287941	0.01393765678287941
GearyAuto_ResidueASA24	0.013934694629843408	0.013934694629843408
GFL	0.01392828277755909	0.01392828277755909
AVW	0.013919931260995399	0.013919931260995399
GWG	0.013808108508839385	0.013808108508839385
MoreauBrotoAuto_FreeEnergy25	0.013782062472121707	0.013782062472121707
PGV	0.013735934056129044	0.013735934056129044
YCF	0.013647276273448986	0.013647276273448986
GearyAuto_ResidueVol21	0.013583667271892055	0.013583667271892055
LTG	0.0134622465031712	0.0134622465031712
GAT	0.013443137342846533	0.013443137342846533
QSOSW1	0.013423732723879568	0.013423732723879568
MoranAuto_Steric23	-0.013401510229418535	0.013401510229418535
GearyAuto_Hydrophobicity25	0.013277158165835006	0.013277158165835006
GearyAuto_Hydrophobicity24	0.013236040457948843	0.013236040457948843
MoreauBrotoAuto_Polarizability30	0.013205335984408362	0.013205335984408362
MoreauBrotoAuto_Steric24	-0.013203026277177886	0.013203026277177886
GearyAuto_ResidueVol25	0.013191476147994709	0.013191476147994709
VVA	-0.01307878757676585	0.01307878757676585
AQV	0.013072809573010238	0.013072809573010238
MoranAuto_Mutability26	0.013038356895435104	0.013038356895435104
MG	0.013018519048777561	0.013018519048777561
QCF	0.01299235745114636	0.01299235745114636
DMC	0.012992357451146321	0.012992357451146321
EWM	0.012992357451146321	0.012992357451146321
GWQ	0.012992357451146321	0.012992357451146321
MAT	-0.01290704476100985	0.01290704476100985
PYF	0.012867205428263062	0.012867205428263062
VGQ	0.01283024877492902	0.01283024877492902
MoreauBrotoAuto_Steric29	0.012807788766566464	0.012807788766566464
MoreauBrotoAuto_ResidueASA22	0.012767483593337917	0.012767483593337917
VGH	0.012665997676611215	0.012665997676611215
YIG	0.0126642455561802	0.0126642455561802
AMG	0.012600241144053548	0.012600241144053548
MoreauBrotoAuto_ResidueVol21	0.012496900540179904	0.012496900540179904
AGT	0.01246498128449559	0.01246498128449559
LEV	-0.012324724810344884	0.012324724810344884
MoranAuto_AvFlexibility23	0.01224834788109205	0.01224834788109205
TNA	-0.012197195169621037	0.012197195169621037
QIT	0.012076500199740952	0.012076500199740952
GFM	-0.012043923449334323	0.012043923449334323
AGI	0.012025127008261409	0.012025127008261409
LCA	-0.011981663753286327	0.011981663753286327
CGG	0.011959614927074317	0.011959614927074317
MFL	0.011945603798119951	0.011945603798119951
GearyAuto_Mutability4	-0.011934662754160974	0.011934662754160974
GIS	0.011868391405231533	0.011868391405231533
AFC	0.011865037493014105	0.011865037493014105
SAI	0.01185539277037795	0.01185539277037795
GearyAuto_Mutability24	0.011831537810510578	0.011831537810510578
LCP	-0.011777640492943001	0.011777640492943001
AMY	0.011775767628548258	0.011775767628548258
MGG	0.01172300939258636	0.01172300939258636
MoranAuto_ResidueVol25	-0.011697676797797436	0.011697676797797436
VWL	0.011652704967731721	0.011652704967731721
DTA	-0.01162128064807182	0.01162128064807182
LFV	-0.011592923279279112	0.011592923279279112
TFS	0.01154887021829042	0.01154887021829042
GearyAuto_ResidueVol27	0.011546737437275445	0.011546737437275445
HLM	0.011542956384995605	0.011542956384995605
GAL	-0.011537149491167272	0.011537149491167272
CIT	-0.011482303125339668	0.011482303125339668
WGG	0.011468860864831194	0.011468860864831194
GDL	0.011451914923886223	0.011451914923886223
LTI	-0.011373056887827075	0.011373056887827075
GSL	-0.011370364243509854	0.011370364243509854
AFW	-0.011300482727281643	0.011300482727281643
IPL	0.011294261324985814	0.011294261324985814
GearyAuto_ResidueVol24	0.011285199057590666	0.011285199057590666
MoranAuto_Steric24	0.01123232548398837	0.01123232548398837
ALM	0.011206469910042108	0.011206469910042108
GearyAuto_Hydrophobicity23	0.011204124289528994	0.011204124289528994
MWG	0.011201163368423174	0.011201163368423174
LAA	-0.011156684053396732	0.011156684053396732
GearyAuto_Polarizability22	0.01111195815796782	0.01111195815796782
RLP	-0.011087096348048959	0.011087096348048959
YFG	0.011049750530790907	0.011049750530790907
IPF	0.011016754251681915	0.011016754251681915
PAA	-0.010987711788668529	0.010987711788668529
MoranAuto_AvFlexibility21	0.010980145098727375	0.010980145098727375
SFA	0.010966948750710625	0.010966948750710625
GearyAuto_Polarizability25	0.010911193922709464	0.010911193922709464
GVL	-0.010853308723679669	0.010853308723679669
AFG	-0.010835035663730865	0.010835035663730865
ISG	-0.010828246260077508	0.010828246260077508
MoreauBrotoAuto_ResidueVol22	0.01082608276923543	0.01082608276923543
FLA	-0.010811063952608975	0.010811063952608975
FIE	0.010725412556865252	0.010725412556865252
TMF	0.010709480576676268	0.010709480576676268
MLG	0.010695541565496382	0.010695541565496382
IVA	0.01069185683334503	0.01069185683334503
VLV	-0.010661532675735849	0.010661532675735849
WGL	-0.010660973660323352	0.010660973660323352
ALY	0.01064851583975284	0.01064851583975284
GLS	-0.010612896467022797	0.010612896467022797
MoranAuto_Polarizability25	-0.010603060025120587	0.010603060025120587
SLI	-0.010548638436806462	0.010548638436806462
AQM	0.010510757225043237	0.010510757225043237
FVS	-0.01051002789771311	0.01051002789771311
GLL	-0.010499221077791023	0.010499221077791023
MoranAuto_Steric29	-0.010470397296747034	0.010470397296747034
CAF	-0.010469517602550365	0.010469517602550365
MoreauBrotoAuto_ResidueVol24	0.010466714784032749	0.010466714784032749
AHF	0.010450204572339559	0.010450204572339559
FIA	-0.010438962644508729	0.010438962644508729
KTP	0.010431419000394989	0.010431419000394989
QSOSW8	0.010426927274841147	0.010426927274841147
AAA	0.010426786649368028	0.010426786649368028
ENG	0.010403052853934924	0.010403052853934924
MGS	0.01036775585891302	0.01036775585891302
AIS	-0.010363671268012279	0.010363671268012279
MoreauBrotoAuto_Steric21	0.010360806347137451	0.010360806347137451
FMA	-0.010359964012141891	0.010359964012141891
MoreauBrotoAuto_AvFlexibility22	-0.01032558156660039	0.01032558156660039
YTR	-0.010316232743038884	0.010316232743038884
MoranAuto_AvFlexibility22	0.010301298311281773	0.010301298311281773
FSN	-0.010296383188648924	0.010296383188648924
SGG	-0.01027705432015665	0.01027705432015665
MoreauBrotoAuto_Mutability21	0.01026284127004231	0.01026284127004231
CFN	0.010237125304251705	0.010237125304251705
GPF	-0.010229616952764127	0.010229616952764127
TAA	0.010219537891485424	0.010219537891485424
EMA	0.010216634718071998	0.010216634718071998
ATE	-0.010180896020099287	0.010180896020099287
FSP	0.0101545541442295	0.0101545541442295
AII	0.010144405804517979	0.010144405804517979
PLL	0.010131267541919911	0.010131267541919911
FKY	-0.010125503603723189	0.010125503603723189
KVL	-0.010108136712949769	0.010108136712949769
IMG	-0.010107191910131643	0.010107191910131643
LAM	-0.010101319166435344	0.010101319166435344
MFE	0.010097468631586835	0.010097468631586835
WEG	0.010051580193551693	0.010051580193551693
GearyAuto_ResidueASA27	0.010047101248022949	0.010047101248022949
AVV	-0.010025524182772664	0.010025524182772664
KV	0.00999667435351837	0.00999667435351837
YRS	-0.00999347853028983	0.00999347853028983
MoranAuto_Steric21	-0.009989672337347483	0.009989672337347483
MoreauBrotoAuto_Steric12	-0.009956216231891113	0.009956216231891113
CLC	-0.009930562876535523	0.009930562876535523
GearyAuto_ResidueASA21	0.009873178715179865	0.009873178715179865
KDF	0.00985444047734921	0.00985444047734921
AIK	-0.00984787608164305	0.00984787608164305
MoranAuto_ResidueASA27	-0.009847659916415293	0.009847659916415293
AVA	-0.009844720389369094	0.009844720389369094
LFT	0.009805781321997664	0.009805781321997664
GearyAuto_Mutability22	0.009803815443213208	0.009803815443213208
PDC	-0.00979494199387008	0.00979494199387008
VIS	-0.009792851592141497	0.009792851592141497
LNC	-0.009786436238529088	0.009786436238529088
IGI	-0.009778416456393739	0.009778416456393739
MoranAuto_ResidueASA1	-0.009778159226513379	0.009778159226513379
VF	-0.009687818709849274	0.009687818709849274
MAV	-0.009686048101124079	0.009686048101124079
AMI	-0.009667827621669088	0.009667827621669088
NGW	0.00964748366764017	0.00964748366764017
ITT	0.00963293330238718	0.00963293330238718
ALV	-0.009595534509639018	0.009595534509639018
TGV	-0.009594415735465925	0.009594415735465925
IKV	0.009589689180524396	0.009589689180524396
TYF	-0.009571876198157617	0.009571876198157617
WIA	-0.009540133108194203	0.009540133108194203
SIP	0.00953840602300347	0.00953840602300347
CGC	0.009537193729730732	0.009537193729730732
TAP	-0.009523152005665881	0.009523152005665881
FGW	-0.009502733190243287	0.009502733190243287
ATT	-0.009465740656363823	0.009465740656363823
GearyAuto_Mutability25	0.009437632220595757	0.009437632220595757
ED	0.009420376265537884	0.009420376265537884
QMY	-0.009412743703815075	0.009412743703815075
FLC	-0.009408335298756749	0.009408335298756749
GearyAuto_FreeEnergy27	-0.0094036893721002	0.0094036893721002
LGG	0.0093906283410083	0.0093906283410083
AVM	-0.009377719691692127	0.009377719691692127
PFF	0.009328548613366575	0.009328548613366575
MoreauBrotoAuto_AvFlexibility27	0.009323882502444253	0.009323882502444253
IGA	0.009314224250755508	0.009314224250755508
VEM	0.009283151219696528	0.009283151219696528
AKE	-0.009280217171539788	0.009280217171539788
SVG	0.00925708940172052	0.00925708940172052
PGI	0.009239954111072096	0.009239954111072096
IED	0.009234320688532523	0.009234320688532523
LLV	0.009233178101945074	0.009233178101945074
AVT	-0.009230958743809548	0.009230958743809548
LYV	0.009214164037584013	0.009214164037584013
FWW	-0.009202986888953525	0.009202986888953525
GLR	-0.009200447290382727	0.009200447290382727
QCK	0.009186309411881899	0.009186309411881899
CWG	0.009186309411881899	0.009186309411881899
HCF	0.009186309411881899	0.009186309411881899
PYD	0.009186309411881899	0.009186309411881899
CGP	0.009186309411881899	0.009186309411881899
YHI	0.009186309411881899	0.009186309411881899
MPG	0.009186309411881899	0.009186309411881899
TLF	-0.009186270979471015	0.009186270979471015
RIF	0.009161959755539925	0.009161959755539925
GVP	-0.009156288603946327	0.009156288603946327
MFW	0.009145068004749244	0.009145068004749244
TVL	0.009083427367592194	0.009083427367592194
IE	0.009082603312112403	0.009082603312112403
LAP	0.009068680146474493	0.009068680146474493
AVP	0.009043122147909503	0.009043122147909503
AQC	0.0090397897970875	0.0090397897970875
QAF	0.009013335005441294	0.009013335005441294
MoranAuto_Steric22	-0.008993770811593488	0.008993770811593488
QSOSW26	-0.008990302459698197	0.008990302459698197
SAA	-0.008949046628985548	0.008949046628985548
CIL	0.008937122469929462	0.008937122469929462
YYQ	0.008897517492756394	0.008897517492756394
EEW	0.008888912038322712	0.008888912038322712
IMM	-0.008879505334251494	0.008879505334251494
SPR	0.008871261165570373	0.008871261165570373
LCW	0.008861168953947784	0.008861168953947784
TGS	0.008849582884856242	0.008849582884856242
MoreauBrotoAuto_Steric22	0.008840714129366113	0.008840714129366113
RLA	0.008813762301008925	0.008813762301008925
IPY	0.00881314508400713	0.00881314508400713
RGW	0.00881093329992761	0.00881093329992761
ASG	0.008809434979283454	0.008809434979283454
LVW	-0.008804116101345712	0.008804116101345712
SVS	-0.008784996271275707	0.008784996271275707
SKI	-0.008774755340198843	0.008774755340198843
VLQ	0.008773040359280983	0.008773040359280983
LGV	0.00877063633713425	0.00877063633713425
CGS	0.00876029277613842	0.00876029277613842
EVS	0.008755699045931757	0.008755699045931757
GAC	-0.008739544059000537	0.008739544059000537
TFG	-0.008722427900706703	0.008722427900706703
ARI	0.008711991535669858	0.008711991535669858
DSE	0.008710605087208468	0.008710605087208468
VAG	-0.008705356021073099	0.008705356021073099
TSM	-0.008703836816691372	0.008703836816691372
KYI	-0.008702228133957145	0.008702228133957145
MoranAuto_Polarizability21	0.008686948153350752	0.008686948153350752
VLT	-0.008677270230504894	0.008677270230504894
GIT	0.008666715893504524	0.008666715893504524
VWI	-0.008630185046278263	0.008630185046278263
YAI	-0.008629452732172364	0.008629452732172364
WML	0.008603624787727325	0.008603624787727325
GPT	0.008561355064291246	0.008561355064291246
CAC	0.008552904485286842	0.008552904485286842
GearyAuto_Hydrophobicity22	-0.008550776278662815	0.008550776278662815
GGS	-0.008522697092488448	0.008522697092488448
PPL	-0.008518958186987101	0.008518958186987101
MoranAuto_FreeEnergy1	-0.008517668426131709	0.008517668426131709
TEV	0.008483060355068107	0.008483060355068107
_PolarizabilityD2075	-0.008441485734024843	0.008441485734024843
AWI	0.008440106788450736	0.008440106788450736
QVY	-0.008415817788115641	0.008415817788115641
CPP	-0.008406131221298713	0.008406131221298713
YKT	0.00839892771794939	0.00839892771794939
LVH	-0.008384688407628318	0.008384688407628318
LTL	0.008383119345465031	0.008383119345465031
MFM	-0.00837622475053912	0.00837622475053912
VLC	-0.008362265475796996	0.008362265475796996
TCV	-0.00834480631093381	0.00834480631093381
LCF	-0.00834232529397211	0.00834232529397211
DVC	0.008336658979747124	0.008336658979747124
AF	-0.008322797714914811	0.008322797714914811
AFA	-0.008321594382005686	0.008321594382005686
GLV	-0.008308976340828573	0.008308976340828573
LAL	0.008304659802776703	0.008304659802776703
MoranAuto_Hydrophobicity23	-0.008304223909760869	0.008304223909760869
APT	-0.008300920649427399	0.008300920649427399
ACA	-0.008297949174472016	0.008297949174472016
ATA	0.008297733121311745	0.008297733121311745
FAV	0.00829726641321712	0.00829726641321712
MoranAuto_ResidueVol22	-0.008253796571841162	0.008253796571841162
LSV	0.008248692027024655	0.008248692027024655
FSM	-0.008245497390223143	0.008245497390223143
ADI	-0.008232702017017072	0.008232702017017072
RRI	0.008213284889445335	0.008213284889445335
ILF	-0.008210623147268897	0.008210623147268897
PSC	0.00820764597540414	0.00820764597540414
MTA	0.00818842085053241	0.00818842085053241
VMI	-0.008178695392881935	0.008178695392881935
MoreauBrotoAuto_FreeEnergy30	-0.008172355351850746	0.008172355351850746
LML	0.008137271947859608	0.008137271947859608
MoranAuto_ResidueVol28	0.008135124426885838	0.008135124426885838
SII	-0.008121918589316747	0.008121918589316747
VLN	-0.008114008395394797	0.008114008395394797
IMI	0.008091659723233694	0.008091659723233694
LSE	-0.008075466629641875	0.008075466629641875
MoranAuto_AvFlexibility27	0.008043815568971905	0.008043815568971905
GIM	-0.008039461719477139	0.008039461719477139
EGP	-0.008021718379176122	0.008021718379176122
RPR	0.008013669162701322	0.008013669162701322
SQF	0.007992215053525244	0.007992215053525244
GMT	-0.007969722100476737	0.007969722100476737
YPL	0.007968738367700057	0.007968738367700057
FYR	-0.007960718977811126	0.007960718977811126
GIN	0.007942043382007666	0.007942043382007666
GHA	0.007939067848694246	0.007939067848694246
YLM	-0.007895422187587372	0.007895422187587372
KPF	0.007895301197056632	0.007895301197056632
CGV	-0.007891525743796498	0.007891525743796498
NAA	0.007891434443674782	0.007891434443674782
MGV	-0.00788812157591837	0.00788812157591837
VYL	-0.007885395922900912	0.007885395922900912
VSK	0.00786445853440759	0.00786445853440759
WG	0.00785789130323633	0.00785789130323633
FYH	-0.007851725423593369	0.007851725423593369
AIV	0.007842671538485467	0.007842671538485467
LVA	-0.007842529765468002	0.007842529765468002
DVI	-0.00782776357063215	0.00782776357063215
ILA	-0.00778572510393954	0.00778572510393954
MID	0.007772629749508508	0.007772629749508508
FGK	0.007770954763534691	0.007770954763534691
SLC	-0.007737720128730534	0.007737720128730534
CMS	-0.00772717376500151	0.00772717376500151
GYC	0.00772581265879482	0.00772581265879482
DEP	-0.007721658804316243	0.007721658804316243
TCI	-0.007719869230308788	0.007719869230308788
TGI	0.007646692724273012	0.007646692724273012
CNP	0.007635044040654395	0.007635044040654395
MGN	-0.007630408596134157	0.007630408596134157
QKG	-0.007627883672147148	0.007627883672147148
VAM	-0.007609771492783916	0.007609771492783916
YVI	-0.007603509819268145	0.007603509819268145
